,Language,Movie_ID,Review,Score
139,EN,1194680953,ray milland as a man who devises a plan to have a college associate kill his wife grace kelly for her inheritance and the fact that she had an affair is a pleasure to watch in a role that seems almost tailor made for his emoting he is just as effective as maurice evans was on the stage alfred hitchcock has taken frederick knott play from a screenplay written by knotts himself and carefully built the suspense to the point where a clever mastermind is exposed the business with the key is extremely effective and the lynch pin that destroys the husband alibi grace kelly is smooth but rather bland as the wife a role offered first to olivia de havilland whose salary demands were too high and robert cummings has a rather conventional supporting role as the man she really loves but it anthony dawson as the college chum who agrees to murder kelly and john williams as the fastidious detective who solves the case that really remain in the memory among the more interesting hitchcock films of this period it the sort of detective yarn any mystery fan would enjoy ,7
140,EN,1425373818,i just do not gettit why do people like this movie why even bother making such a huge gigantic pile of poop there enough crappy stuff in the world without making movies about the worst of it this movie is really victimy too much like oh look poor little me my recommendation is to throw this straight from the wrapping to the waste disposal unit because its a wasted effort it might make you cry but it wo not hand you a hankie think of all the money they poured into it and wasted kinda like taking grade a maple syrup and pouring it all over your kitchen floor wasteful stickey certainly not smart go outside and hug a tree you will feel good but do not watch this movie if you want to feel good coz you wo not cannot depressing nonsense and hilary swank is way too butch and unattractive in this so there no hott chick content nor hott guy coz clint eastwood i think is way way way past having sex appeal lol,1
141,EN,1425373818,i must begin by confessing that i hate boxing so i will make this comment notwithstanding that well but is this movie really about boxing i do not think so i mean in my opinion boxing is here a mere pretext to tell a story about love friendship dedication will strength and fighting spirit for an aim the main character is a boxer by chance as she could be a soccer player a singer a dancer or a pianist and this is also the story of a false hard hearted guy who loses a daughter and meets another to whom he can give his fatherly love and get it returned this movie is made with a shall we say atrocious realism both visual and psychological and the acting performers do their best to express it the outcome though caused by a fortuitous or not fact inserts itself totally in the atmosphere created by the two main characters or three if we consider that the old ex boxer is also a catalyst of the whole process of events playing a fundamental part in the consciousness of the other two and acting somehow like their counterpoint i think we are perhaps in presence of one of the best #### movies if not the best one ,7
142,EN,-870616449,one of the most entertaining blockbusters of all time the avengers may not have the perfection of the holy grail of comic book adaptations i e the dark knight trilogy or logan but its significant emphasis on perfect balance of humour action throughout its runtime makes up for a highly rewarding experience that is far greater than what most films of its genre ever manage to come close to six marvel superheroes in one movie same save the world bullshit that we have seen been disappointed with countless number of times and yet the avengers works in an unexpected but very effective manner and is bigger better far more amusing plus enjoyable than all the previous films of the marvel cinematic universe combined and succeeds in surpassing all hype expectations with surprising but stunning ease as for the plot summary when the tesseract suddenly activates at the s h i e l d research facility and opens up a portal allowing loki brother of thor to reach the earth begin his mission of enslaving the whole planet nick fury director of s h i e l d reactivates the avengers initiative thus bringing natasha romanoff dr bruce banner tony stark steve rogers together who are later joined by thor clint barton to stop loki from succeeding with his plan the direction is extremely good as joss whedon has crafted an impressive piece of eye popping action extravaganza and to make sure that the film is not overloaded tiring filled it up with loads of humour the screenplay is witty plus the comic timing is brilliantly executed cinematography editing is carried out amazingly well and the original score by alan silvestri is a major plus as it strikes the right chord from start to finish thus enriching the whole experience coming to the performances it robert downey jr who delivers the strongest performance amongst all as tony stark iron man and thanks to the amazing wit charisma charm this amazing actor always brings to the screen with finesse it almost impossible to not like him yet the one who manages to steal the show in the end is none other than mark ruffalo terrific rendition of the hulk for he was absolutely merciless unstoppable and even tom hiddleston as loki manage to impress with his chilling performance on an overall scale the avengers is an ambitious adventure for the masses containing all the right ingredients of a genuine blockbuster material and the best thing about it is that nothing gets overdone as every element is present in its right dose be it action humour drama etc an astonishingly great initiative that will satisfy the majority of its viewers with its wildly entertaining fun filled roller coaster ride this is the perfect popcorn entertainer for all ages ,9
143,EN,-870616449,first of all the cast is that not alone to get you to the theater in the next ## minutes to see it if it not then how about all the records it has broken still not enough how about one amazing thrill ride of a movie with lots of action and comedy as well as a great storyline to go with it the avengers seriously has it all the characters all jump back into action except this time they are assembling their powers to form a team that cannot be beat the movie takes a little time to refresh you on any character development you may have forgotten and then it jumps right into the team building experience it takes a while for these superheros to learn how to use their powers together to help one another but once they learn how they are a force to be reckoned with once the action scenes start it does not slow down and you have yourself a good hour or more of solid action of buildings blowing up the hulk smashing everything and so much more calling a movie the best movie ever is almost used too much that the saying loses credibility but trust me on this the avengers seriously is the best movie yet that is until dark knight rises comes out then it may have some competition for that title check out our other reviews at http www reeltimereview com,9
144,EN,-870616449,the avengers is a great film and one of my favorites films of #### so far the acting was just amazing by all the actors involved in the film the best performances in the film were robert downey jr as iron man who played his character perfectly and mark ruffalo as hulk the director of the film was joss whedon who directed the film with a great passion to make a great avengers film which he did the basic plot was iron man hulk thor and captain america team up to try to stop loki from overtaking earth the actors in the film were robert downey jr chris evans mark ruffalo chris hemsworth samuel jackson scarlet johannson and jeremy renner overall the film was a major success and i cannot wait for the sequel ,10
145,EN,-870616449,i did not think this movie would live up to the expectations that surrounded it but luckily it did whoever has not seen this movie yet what the heck are you waiting for this is a great movie for comic book fans kids and anyone who loves some good ol action i really did not think this movie would have e been as good as it was without iron man hulk iron man # thor and captain america so i loved everything about this movie acting action plot special effects the only problem i personally had was just that hulk was not in it as much as i wanted but when he was there it was just epic also that the hulk really reminded me of a a gorilla at the end of the movie which i found just funny but other than that i can ignore the fact that odin just sent thor to earth the chintari just dying after the mother ship blew up and the excessive comedic relief i found it quite strange that the world was in danger of being taken over and all the characters took it so lightly and making jokes but still this movie was just awesome ## ## best movie this year ,10
146,EN,-870616449,this was the movie i have been an avenger ever since i was ## and was reading my first comic although i was a marvel fan well before that so i have been waiting for this movie for a good ## years avengers assemble is near enough the perfect movie and marvel have finally done the unthinkable and ousted the dark knight as greatest comic book movie and actually greatest movie of all time joss whedon as director put tingles down my spine as i am a major buffy and angel fan in addition to him writing the greatest x men story of all time astonishing x men i knew we was in excellent hands if there are # minor criticms of this movie it would be these # maria hill by cobie smulders im a major fan of himym and her character robin schebatsky and miss smulders is a major crush of mine however they made maria hill into your carbon copy standard issue agent if this was going to be the way no need for her to be so heavily featured in the advertising # the battle cry is not actually screamed out in the movie despite these # oversights it simply is the greatest movie of all time ## ##,10
147,EN,-870616449,like everyone else who was anticipating this movie i had heard the massive hype and built up my expectations to the point where let down was all but inevitable and so i went to the midnight first showing hoping for something good but half ready for a bit of disappointment things did not quite go like that to put it simply the avengers is a triumph of a comic book superhero film among fans it will no doubt rank as one of the best marvel based movies to date if not the best it a downright great action film right alongside any blockbuster and a fairly solid adventure film let start with the characters acting direction the team here is composed of seven heroes many of which have their own proper films and each of which is played by a very talented actor while this might seem to bode well at first glance it cannot be understated how hard it is to balance such strong personalities both the characters and the actors themselves how do you make one movie that basically wants to tell seven stories and where each of those stories basically demands to be center stage it not easy at all you have to fit a lot of pieces correctly and avengers is something which could easily have fallen flat if one of those pieces was off but joss whedon and cast did a commendable job of balancing all the characters needs together bringing each one fully to life while still allowing the team story to take center stage no one here gets left out everyone has their time in the sun and yet collectively it all fits together to make the movie more than just an ensemble of heroes but the story of an actual team in particular we see very good believable dynamics portrayed with how everyone is assembled then has to adjust to working in a group setting and ultimately become more effective within the avengers then they would be on their own in particular portrayals by robert downey chris evans mark ruffalo all shine in molding the team together iron man is used to going solo the hulk has never been able to be a team player and captain america has a hard time dealing with people who do not really want to follow a group that said it really was all bright spots in the cast and characterization let alone there is never once where the individual portrayal of the actual heroes comes into question they are all spot on the visuals and effects are of course as good as one would expect top notch all around as good as blockbusters get these days one thing that i did not expect is how funny this movie was there were so many good witty bits here and there i think people were laughing throughout the whole film some moments were outright hilarious which is another thing about this movie it was fun period if you can leave the film critic at home for a moment this movie is escapism at its best it a pure ride of action adventure and fun wrapped up in delicious effects the last half of the movie flows so smoothly it all over before you even know it some will want to compare this to the dark knight and basically they will criticize it because it not would ramatic enough but not every film is a drama not even necessarily every good film is a drama the avengers is not the godfather or dark knight and it was never meant to be but if you can live with that then it a fantastic action adventure movie right alongside such greats as indiana jones aliens and die hard among fans it is sure to become a classic and again it just wonderful escapism which aside from pixar animated films we do not usually get enough of these days everyone wants to be so serious it a family film too since there not much objectionable here overall very highly recommended ,10
148,EN,-870616449,i do not usually comment on a film for which i am completely neutral but this film deserves a neutral comment as it such a waste of time and money it exhibits the typical american obsession with violence and little or no character development after fast forwarding through all the crash bang wallop scenes and still keeping track of the plot i still did not care what happened to anyone including the planet scarlet johansson is completely miscast as the black widow she should be tall and willowy mark ruffalo is perfectly cast as the hulk as it suits his style of acting which is usually dumb i really am a fan of joss whedon and own the entire buffy collection but i counted two maybe three snappy lines of dialogue in this very disappointing i was going to give it # out of ## but decided it deserved # towards the end barely just too corny for words and silly in the extreme ,6
149,EN,-1981908864,i did not see such a good movie for a long time great story great acting great music i like the fact that it based on a true story if i am not wrong i love the little girl role and the way she performed it i believe it would not have been the same without her or with someone else perfoming that role to be specific and denzel was great with his sad bear eyes and i am looking for a soundtrack cause i really like una palabra and mas there are some parts i did not like like the breaking fingers scene or the fast exchanging scenes it predictable to some point but are not almost all movies lately but all in all i believe this was a movie with a brilliant idea and great realization ,7
150,EN,-1478459767,if this really is based on a true story i can only say that is completely awesome so this is an adventure story with action and how to survive then doing it in one place makes it so much more cool my favourite character was aron raiston because he like the main character and he the one that has to deal with his arm stuck under the rock which is pretty awesome and there something about the rock special effects that i want to say with it looking like it squashing franco arm but it really is not even though it looks so life like and sore is pretty impressive now to tell the truth i have only seen this two times but i can really see how so much people enjoyed it but i think i like it the most because it is very entertaining and i can see how much they tried to teach people about how to survive and be safe ,7
151,EN,978850958,one of the best and most stylish martial arts films of all time the choreography and wire work that was so impressive back in #### is still just as awesome today i have watched my fair share of martial arts flicks both old and new and none of them convey the art part of martial arts as effectively as crouching tiger hidden dragon the action scenes are so graceful and mesmerizing that they almost seem like ballet every fight scene is a visual feast with people flying floating leaping and running straight up walls and each scene manages to be more impressive than the last it poetry in motion and pleasantly there a nice story to serve as a background to the action it nothing you have not seen before a rebellious young woman forbidden love revenge etc it all simple and well presented all in all there not another modern martial arts film that i would recommend over crouching tiger it chooses to be elegant and restrained instead of gory and brutal and it a better movie for it ,8
152,EN,978850958,i grew up watching wuxia chinese martial arts films and my favourite shows were the once upon a time in china series starring jet li and a couple of other well loved hongkong wuxia serials perhaps they may not be the best but cthd was nowhere near their standard from the start the strangely accented mandarin of li mu bai shu lian and dark cloud jarred the entire feeling and mood of the movie no offense to chow yun fatt and michelle yeoh zhang ziyi came close but only when master tie spoke did one get the feeling that this was a chinese film next was the simply rendered dialogue which one can hear on the streets today it was simply unbearable there was none of the formal speech of those times just watch any jin yong series and you will get an idea all those witty conversations using idioms and verses are really cool the movie was anything but traditional we hardly see jen parents enough to feel the oppressiveness that she felt the only paternal presence that could be felt was in the form of master tie in fact it seemed to be more of a teenage angst type of movie like the o c or friends where the youth just did whatever they wanted the parents etc seemed to be placed there only as an dummy obstacle being filled with a lot of teenage angst from miss jen it is rather mind boggling as to what she is really angry about her wedding fair enough but that does not warrant picking a fight with the pugilists in sight running off to shu lian to cry after that and then suddenly breaking off all ties with her when she was the one who initiated the friendship first she may be a strong headed person but also most certainly insincere and a bit psychotic i might add furthermore there is very little character development here shu lian confided in jen but still one knows nothing about how shu lian and li mu bai actually grew closer together and who they really are to appreciate the close bond between them and oh yes the plot what plot really a princess falling in love and eloping with a bohemian in the desert sounds really exotic i guess but the bohemian was not even suave enough to sweep one off one feet plus his mandarin sounded terrible perhaps it was just to show off the fighting skills which admittedly were awesome but the lack of tension during these scenes made one feel like it was a match between two robots and do not get me started on jade fox bleah i started off watching in a happy mood and one hour after it ended i am still in a bad mood see the dark clouds over my head the only good things in the movie are chow yun fatt and the calligraphy scene but chow # d role does him little justice watch jin yong shows instead the fighting is better the plot and characters a hundred times more interesting ,10
153,EN,383108239, i am sure realism is exactly what spielberg was trying to achieve with a fictional sci fi movie that the poorest excuse i have ever heard for disliking a movie and i understand opinions are opinions but i am quite sure spielberg knows more about great cinema than the ignorant people on here anyway moving on of course the story is sentimental and i guess people could call it cheesy but thats why it sticks with so many people it brought them to a place they never felt before the first time they saw it personally i still love this movie because of the emotional aspect i do not think i would like this movie nearly as much if not for the cast dee wallace and peter coyote are amazing robert macnaughton is completely underrated he perfect as elliott brother mike and as elliott henry thomas is the heart and soul of this movie he really cute without being totally annoying unlike drew barrymore who only purpose there it seemed was just to be cute and captures the character of elliott perfectly i cannot even imagine anyone else playing him he was just perfect i still start to tear up whenever he does i really do not know what else to talk about people seem to either love or hate this movie if you have not seen it yet do not go by what people say on here not even me see it for yourself and decide ,9
154,EN,383108239,as a young kid in the early ####s i could not get enough indiana jones i am fortunate that my parents let me watch jaws and i loved it seeing close encounters of the third kind at a friend house left lasting images and ideas in my mind but e t did nothing for me despite the fact that it was in theory spielberg most child oriented blockbuster when i saw it for the first and until now only time i was the same demographic as the child star but the experience was frankly boring i remember feeling if not putting into words that the movie with the boy and the inarticulate yoda like puppet was slow and cold it was far less engaging to me than the other spielberg titles to which i had been exposed i do not remember if i knew that they were products of the same director but the art of movies which ebert compared to a machine that generates empathy a tool for looking at the world through different eyes was working on me i was already accustomed to relating to adults on screen instead of just kids whatever holes e t might have filled for me as a nascent movie buff were already occupied by more grown up and therefore more exciting material if i was in the mood for pure fun with a sci fi flavor the star wars vhs tapes with their more attention grabbing special effects and attention keeping pace were right there it was no contest revisiting e t now i do not see much cause to regret my early rejection of it in fact it probably worse now because it hard to find an original cut i had to watch the ill advised digital remaster in which certain camera positions no longer make sense and the actors are often looking just behind e t instead of at him as they presumably did when he was a puppet instead of pixels even ignoring the awkwardness of the digital content which really does great damage to the feel and persona of the title character there little in e t that feels real or fresh the first part of the film takes place mainly in the home of the boy elliott the house always seems dim on the inside lit by late afternoon sun even when it midday outside elliott makes an emotional connection with the alien almost too easily aided by an unexplained psychic connection between the two and he causes some chaos with frogs in a heavy handed scene that spielberg seems determined to cram with ideas never to be unpacked elliott and his older brother are bland generic kids and they gang up on their young sister who is a breath of fresh air and a splash of color around the edges of the increasingly disturbing main story it not just that drew barrymore is cute in the role she also a natural actor stealing scenes from all her older costars plus the alien having a real live barrymore on their hands you would think the filmmakers would have rethought the whole thing and cast her as e t main companion it her after all who teaches e t his most important vocabulary words and figures out what he wants to do phone home the final act takes an unsatisfying route to this conclusion with a messily edited illogical home invasion by astronauts that segues into a dark riff on the massive government operation from close encounters it a nightmarish cycle of silly and sad and shrill right up to the final scene but there are two particular moments that do work these are the iconic bicycle flights one eclipsing the moon and the other the sun and they are made magical and memorable with the help of john williams accompanying score i might appreciate these moments more now than i did as a kid having seen them depicted in spielberg production logo over the years and developed a fondness for the idea of them but all things considered i still think i made the right decision years ago to watch star wars a fifteenth time instead of e t a second ,2
155,EN,-1343058039,warning spoilers ahead the opening scene accurately portrays the darkness that enshrouds the secretive and veiled identity of the character that has been discovered in mysterious circumstances floating in the sea having been left for dead cue the haunting overture he would have been invisible in the water if it were not for the flashing distress light on his wet suit watch out for scenes in the film where the camera pans across making it seem as though the character just disappears you will understand the importance of the ability of this character being invisible as the plot unravels although passing fishermen come to his aid when he regains consciousness the character finds he still in the dark regarding his sense of self he has retrograde amnesia and is frustrated trying to find the trigger he needs to tap into the temporarily unavailable memory file that stores his true identity a series of turbulent events occur that provide invaluable pieces of the jigsaw but it becomes increasingly evident that the puzzle is far more complex and intricately interwoven than first thought as he gets closer to finding out more about his assumed identity jason bourne it appears as if the character is as cold and calculating as the antagonists he up against but we later find out that battling with his conscience was the deep seated root of his problems having weathered the tempestuous storm locked horn battles with biro pens at the ready perfectly illustrating that the pen is mightier than the sword and a nail biting car chase bourne finally gets to step out of the shadows and into the welcoming reassuring sunlight signalling an end to the dark and dreary tunnel he had to travel in an attempt to discover exactly who he was honestly he does travel in a darkened tunnel not just me being overzealous with the clich and on a train that from the front uncannily resembles k# for those of you who do not know who or more specifically what k# is then do not worry i am just showing my age in my opinion this is a really cool film that i would wholeheartedly recommend to watch it action packed in a realistic way and thankfully never stoops as low as the murky depths of being ott and also manages to add spice with a hint of romance simmering away gently in the background personally i like the alternative way of travelling downstairs without actually using the stairs or sliding down the banisters but as always folks do not try it at home or else your neighbours will be really cheesed and with no tomato sauce effects real blood is just too messy trust me also it not just jason bourne who has the potential to disappear here in the uk that red bag would have done a disappearing act well before jason got the chance to reach the bottom of the building and the likelihood of the cctv being switched on would be negligible ok so hands up is that the cynicism police i see before me a new slant on the film with bourne chasing after the thief who for obvious reasons could not be called amy with the possibility of ending up in a desert valley bordering e california and w nevada where bourne finally meets up with his long lost buddy called gerry alacasey could for all intents and purposes be aptly titled run the fcuk jason run ok perhaps not ,9
156,EN,1656928996,this is a really good thriller based on the little known attempt to rescue # americans hiding in the canadian embassy during the iranian hostage crisis director ben affleck skillfully ratchets up the suspense while delivering a believable performance as tony mendez a cia technician who devises a highly imaginative escape plan that could easily qualify for an episode of mission impossible chris terrio adapted screenplay explains the basis for iranian hostility toward americans before settling into a human drama focusing on a group of low level diplomatic operatives facing the possibility of imminent death there good supporting work from bryan cranston alan arkin and john goodman ,8
157,EN,-484170602,ok i have been waning to start writing reviews for movies books tv shows and music for quite some time now never a better time to begin than with the latest version of the hunger games since i never read the second book i did read the first however since i felt they did such a great job at adapting the book to the movie i did not feel the need to read the second book i cannot judge the adaptation from book to movie therefore my review is based solely on the theatrical version story very well done indeed while a tad predictable the story is done well enough to keep you involved until the end the build up is very dramatic and it has some very good twists that will leave your jaw on the ground presentation the film looks beautiful it is very similar to the first movie in many aspects which is a good thing considering the first movie was so good to begin with and nothing is left out in this one either my only grip is that the battle scenes in this one were weaker than the first movie again i did not read the book this time but i remember from reading the first book i felt like the battle scenes in that one were way dumbed down and i felt the scenes in this one were even weaker than the first i understand they are placating to a pg ## audience which is why the battles are not very gory and detailed but the whole games scenes in this movie just seemed very rushed to me that would be one of my major gripes but again i never read the book so i do not know if that was intentional or not nevertheless the film looked amazing and seemed like they were able to switch between drab and vibrant environments so seamlessly the special effects were very well done quite impressive indeed overall i would say this movie did a great job of setting up the finale a lot of this movie seemed to mirror the first one and if you were a fan of the first movie you will love this one too but i do not think they will be able to go the same route in the finale i feel it will be much different in style but there was much to love about part ii from the engaging story strong acting special effects etc it had that very epic feel to it with an amazing ending which just left you salivating for the finale they have done a very good job with this series and you could tell that they did not want to change much from the previous installment # # out of # ,8
158,EN,-484170602, out of # stars when the hunger games hit the big screen back in #### it was a resounding success with a a list cast and superb script the only problem facing lionsgate is how do you raise the bar for the sequel what ever the secret is other studios should take notice as catching fire takes this franchise to the next level katnis everdeen jennifer lawrence back in district ## and trying to recover from the mental scars left after competing in the ##th hunger games to make things worse she and fellow winner peta must do a victory tour to the other districts while on tour they see a change in the districts as people start to see katnis as a symbol of hope she has also made a enemy in president snow who blames katnis for the growing defiance of the districts snow decides the only way to deal with katnis is by making her compete in the hunger games again in a special ##th anniversary edition where the contestants are drawn from previous winners catching fire may give us a second helping of the games but we see more of how the districts are being effected by the changes katnis close friend gale liam hemsworth was practically non existent in the first film but in catching fire we see more of their relationship and the dangers they must confront which is one of he main focuses of this film woody harrelson is once again great as mentor haymitch as well as newcomer philip seymour hoffman who plays plutarch heavensbee the new game maker of the hunger games after the former game maker seneca crane committed suicide the gritty and dark tone from the first film is still there and is the central key to what makes the script so strong and makes you care about these people it safe to say catching fire will be one of the highest grossing films of #### and with mockingjay part # hitting screens in november #### this franchise is owning going to grow ,9
159,EN,1990126744,this is spectacular fantasy fun that now one of my favorite movies with brilliant effects and outstanding performances all the characters are wonderful and the story is one of the coolest i have ever seen plus tobey maguire reese witherspoon and joan allen are all simply amazing in this in my opinion this should be in the top ### and you never know what is gonna happen next as it always unpredictable plus it extremely well made and cleverly written as well it quite hilarious at times and reese does an absolute perfect job of doing a sudden change in character from bad girl good girl as she was amazing as both plus her and tobey maguire had fantastic chemistry together all the characters are extremely likable and jeff dainels had some fascinating scenes plus i loved all the references to the racism in the ## sign in the window saying no colored and the nazism reichstag fire where they burned all the books paul walker has a small part here as he does a decent job and tobey maguire amazed me here with his boyish charm and his extreme likability plus i loved it when bud tobey maguire helped out betty parker joan allen with the bullies by punching one of them out i really loved the music and another one of my favorite scenes is when joan allen asks reese what sex is plus william h macy is wonderful as the father the ending was just perfect and even at over ### minutes it was never overlong as i actually wanted more plus it was just so engrossing another one of my favorite moments is when mary sue reese kicks skip paul walker in the balls so he doese not burn her book and don knotts has an amusing role as a quirky tv repair man plus gary ross does an incredible job of directing i had extremely high expectations for this and i must say it actually exceeded them big time and it s also wonderfully thought provoking as well plus i also loved the attire costumes everybody wore i will be watching this movie often and this will have you smiling throughout plus dainels and joan allen had some really good scenes together it will really make you think after you are done watching it and i cannot decide whether i liked the black and white scenes or the color scenes best because they were both incredible plus i am sure everyone had a blast working on this marley shelton is absolutely charming and beautiful as margaret as she had great chemistry with toby plus i loved the dialog as well it also one of the most creative movies i have ever seen as it astonishingly clever plus j t walsh is excellent as the stubborn asshole this is spectacular fantasy fun that now one of my absolute favorite movies with brilliant effects and outstanding performances and if you have not seen it please do so right this instant you wo not regret it trust me the direction is simply incredible gary ross does an incredible job here with amazing camera work wonderful angles beautiful scenery and just keeping the film at an extremely engrossing pace he did a perfect job the acting is outstanding tobey maguire is amazing here he is incredibly likable had a great geeky boyish charm had fantastic chemistry with reese witherspoon and marely shelton and i cannot understand why anyone would dislike his performance as you cannot help but love him he was amazing tobey rules reese witherspoon is also amazing as always she is stunningly gorgeous does an absolute perfect job of switching from good too bad had fantastic chemistry with tobey was often hilarious extremely likable even as a bitch and like tobey was one of the main reasons why this movie was so successful reese rules joan allen is also amazing here she is extremely likable beautiful absolutely charming gives one of the best performances in her career and had some wonderful scenes with jeff dainels i loved her joan rules william h macy is wonderful as the father he was very likable and was often a riot he is such a terrific actor that deserves more credit jeff daniels is fantastic as the soda shop owner he had a great goofy character was extremely likable and was just too cool overall marley shelton is gorgeous and does fantastic with what she had to do she had great chemistry with tobey played a girlfriend everybody would love to have as i absolutely adored her character she was just awesome j t walsh is excellent as the stubborn asshole you will really dislike him don knotts has a great quirky role as a tv repair man and seemed to be having fun paul walker is actually pretty decent as the school jock and did his job well rest of the cast do fine overall if you have not seen it please do so right this instant you wo not regret it trust me it one of the best movies ever out of #,10
160,EN,1990126744,i really wanted to like pleasantville the previews looked spectacular i was quite happy with the acting and visual effects i loved the score by randy newman i liked all of the characters and the actors portraying them my major problem with the film was with the disjointed script i do not believe it was focused well and i do not believe it was written with a clear vision of what it wanted to convey there were many holes i felt no emotion and only mildly chuckled two or three times i wanted something to make me feel something essentially to bring color into my life for the first hour i was under the impression that it was sex which gave the characters their color then i thought maybe it was passion but by the end of the film i was still unsure i liked the references to art and literature and music giving life its color and while i am certainly no prude i think sex was overemphasized and i was especially disappointed with the idea that mom bathtub masturbation scene was what brought color to her life oh how i wish that was all it took to achieve color in one life in that respect i believe the film stumbled and failed in getting at its intended point that our realization of our own unique place within the universe is what ultimately illuminates us simply experiencing rage passion or orgasm alone wo not get it ,10
161,EN,871649949,this edition of pride and prejudice is the truest adaptation i have seen of jane austen famous novel i was surprised that the movie was made in the reasonably recent wake of the very popular bbc tv mini series with colin firth darcy but i am glad it was the film like the series had awe inspiring landscapes and stately home settings my favourite was a scene in the peak district with keira knightley just standing on some rocks on a hill the difference between this version of pride and prejudice and the others was the faultless acting keira captured elizabeth bennett persona as i had read her highly intelligent opinionated and with a strong sense of playful mischief matthew macfadyen had darcy arrogance but also a credible sense of vulnerability which made one believe that elizabeth could have fallen for him i was left wondering in other versions how on earth elizabeth could have any feelings beyond gratitude for darcy because he still remained very contained brenda blethyn was perfect as the mother a role very easy to overact as mrs bennett character is so crass another aspect i liked about this film is that it truly reflected the family in their status of genteel poverty they have a lovely home but it is rather the worse for wear one thing i had to chuckle at though was the state of the farm i cannot believe that anyone would let their yard get into such a scruffy state no matter how little money they had a surprisingly good film my husband enjoyed it very much also ergo not your standard period drama for the girls # ##,9
162,EN,871649949,i am not someone who gets teary eyed about the classics or period dramas so it was with due hesitation that i started to watch this movie in fact i only attempted it because it was referenced in the uk comedy series red dwarf initially all of misgivings seemed justified and whilst i found the characters to be larger than life the painful stereotypes seemed rather unsubtle but then as the plot started to twist and things that had seemed black and white became less clearcut i found myself drawn into a world where people are not expected to socialise far less marry outside their class i was particularly impressed by the gradual metamorphosis of mr darcy who managed to move from villain to hero without ever perceptibly altering his persona the sheer charm of keira knightley is impossible not to love but for my favourite character had to be donald sutherland who despite spending scant minutes on screen managed to add a strength of presence that brought the film to a wonderful conclusion i would agree with the comments that have been made about the quality of the filming and costumes and i particularly loved the misty english morning scene near the end which shows england as i love it quiet and beautiful a charming and excellent acted piece that stands out amid a sea of lightweight populist movies greatly recommended ,9
163,EN,216660589,does not have as much substance compared to fellowship of the ring but still a pretty solid movie but lord of the rings has # separate novels that make up the trilogy and three separate movies while the hobbit is just one book so peter jackson probably tried to fit every detail of the book into this movie and other written stuff by j r r tolkien the movie starts off slow in fact it takes quite a while before the journey takes off but when it does kick off it becomes a entertaining adventure but the build up is still good as well it does a good enough job to make the viewers satisfied but crave more which is most definitely a positive when planning for a sequel as well it more action packed compared to fellowship of the ring though and some action scenes seems far fetched how things play out but it still humorous at times the cinematography is just crystal clear as well and adds to the fantasy style some complain about the faster frame rate but i personally liked it and looks more likes those fantasy drawings gandalf is just super cool in this movie in fact he is one of the coolest old guy in a movie ever you know the part where the crew tries to escape from moria while battling orcs goblins trolls and balrog and it was cool but the escape scene from inside the misty mountains when the dwarfs get taken captive and gandalf shows up this escape scene takes it to another level and is the highlight of this movie peter jackson also did a great job of picking the cast for this movie like he did for the lord of the rings trilogy there is also quite a lot of cgi compared to lord of the rings trilogy but since technology got more advanced it just top notch overall this lacks substance compared to fellowship of the ring and a bit less intriguing and it also slow moving but it a movie most definitely worth checking out in #d # # ##,8
164,EN,216660589,i will try to make a concise overview of the movie without analyzing it deeply and technically first of all i am a great fan of hobbit and lotr series i read the books and saw the former movies in the movie theater probably more than three times each in my last watch i saw them all at once at one session which took my almost ##h straight from evening till morning with a horde of people inside a big theater in munich germany well that was ## years ago when i have read there will be the prequel to lotr i was quite excited since sir jackson will be sitting on the director chair once again and the same common players like gandalf by ian mckellen will be on the new movie as well in the beginning i thought it would be only one movie since hobbit itself is the shortest of all the four books later it revealed to be two parts and finally just recently turned out to be three movies i was a bit worried that hobbit series would not taste like the previous ones since the thinnest book will be segmented into three parts well after i saw the unexpected journey it left an unexpected positive impression on me and i hurried to the theater once again at the earliest possibility in fact just a few hours ago i saw it the second time and decided to write my ever first review in imdb to tell you the truth the movie is beyond any expectation congrats and thanks to peter jackson the taste is even better than previous ones in the new series which is like a prototype of the older series a new journey with a different purpose though there is a deep feeling of mourning and sadness you understand this better when you see it the second time the theme song of the movie misty mountains which became also the general score of the entire movie is also unexpectedly in harmony with the score of the lotr series with a new taste though this is a wonderful job congrats to howard shore for the awesome score that i could not keep my eyes from the tear drops and my mouth from murmuring of the words of the song the mourning in the movie probably comes from the state of dwarfs that basically they are homeless and the new trilogy is about to claim their home back and of course the introduction for the one ring of the rings of no doubt revealing of colleagues of gandalf like radagast as well as new creatures make the movie unique and different than former ones overall it was an unexpected same experience and i recommend to everybody newcomers as well as definitely to older fans by the way for sure that i will see it the third time on the big screen before it gone one last thing i may not aware of it but there has to be definitely a story for the one stone the arkenstone even mr jackson would picture a new world with different races which took place long before than hobbits who used the arkenstone for different purposes anyway i thought it would make a perfect spin off to the movie or a prequel to the hobbit ,10
