Language,Movie_ID,Review,Score
en,978850958,an lee is a good director not a master this movie is good but a long way to perfect zhang ziyi is much better than i thought zhou runfa and yang are a little older i do not know why but be not satisfied with zhou performance maybe i treat this famous movie star too rigorous i can not summarize what lee want to say in this movie but there is some chinese spirit music is characteristic i like it if the actions are more realistic this movie will be much better if the actions are more realistic this movie will be much better if the actions are more realistic this movie will be much better if the actions are more realistic this movie will be much better i am sorry but i just could not say ## lines words forgive me for that ,8
en,978850958,i am afraid to say i think this is the worst film i have ever seen and i have just watched peter pan # return to neverland after only a few minutes i had stopped reading the subtitles as i simply felt it was a pointless exercise the scenes with flying people which seemed to be the whole movie were cheesy and unrealistic the reason i do not like this film is not that it is foreign and has subtitles my favourite movie of all time has subtitles run lola run but it was just so boring please if you have not seen it whatever you do do not # ##,2
en,978850958,the only thing that sets this movie apart from the rest of the kung fu flicks is its esthetic pretentions you have to admit that the photography is quite astonishing and the actors do a pretty good job too but those are the only positive comments i can make about it there nothing truly original in the storyline and once you have seen the characters do their flying nun stunts once it becomes pretty silly and redundant afterwards in short all through the movie you keep looking for a sign of what it is that made this movie to be praised by so many people in that genre chinese ghost stories was far more better and at least it had a sense of humor i am sure ang lee is very talented but it totally wasted here rating # ##,10
en,978850958,the movie did really well in singapore predominantly chinese population where it end up #rd on the last year box office the local critics and my friends generally love it so my parents do not know why there is so many posts concerning its unpopularity in asia to my knowledge it did very well in taiwan malaysia and phillipines too i think it was mainly north east asia that snubbed the movie it is not like that critically acclaimed chinese movies have been well received over there i wonder what was the box office performance of raise the red lantern in china sure ang lee did not come up with innovative ideas using the old formulas of wuxia films but he sure perfected it like no one else ever did hm remind me of mozart perfection in his quartets and symphonies his concertos and operas belong to another league though great acting if u can overlook the accents elegant choreography breathtaking cinematography gorgeous sets and beautiful soundtrack i really enjoy the parallel and contrasting love stories yes the long flashback scene in the desert was necessary the difference in how the # female leads take their place in a male dominated society and not forgetting the ambiguous ending truly the most beautiful movie of all time jp,10
en,978850958,despite the excellent kong fu i see another side of its beauty it is not about bad fights good it is about learning to be considerate about things you do to people it is a story not only portraying the history background itself but also reflects many ways of nowadays teenagers jen who is actively seeking for freedom and excitement of her life doing deeds with her own desires she plays around by stealing sword fighting around without any further consideration of the consequence her deed leads to the death of li mu ba who really care about her and tried to teach her become good and make her loved like sister who did not announce her crime of steel and treat her like a real sister become a widow finally her conscience makes she feel guilty indeed remembering a legend told by her boy friend a true heart makes wishes come true she jump off from the mountain wishing whatever bad happened would not happened after seeing this movie i find that the character of jen is just like me i learn that i over liberal teenager shall have learn to control my deed somehow or i might hurt people and develop tragic like this thanks for a lesson by the way the new actress zhiyi who plays jen is very pretty ,10
en,-1827584873,quite simply the greatest motion picture that has ever been made romance drama horror adventure suspense comedy mystery kong has it all there will never be anything remotely like it kong takes you into its magical and fantastic world from which you will never escape luckily fay wray performance is legendary and even bruce cabot makes a likable hero the photography and the sets are stunning and skull island itself simply oozes with menace and mystery willis o brien was a classic innovator and his prot g ray harryhausen has mastered the art fortunately for the likes of us jackson did a fair effort at recreating this monster movie but his ape simply lacked the compassion and the inherent personality that willis was able to instill within his creation ,10
en,-1086569320,the prestige is one of my favorite movies of all time on a list of pulp fiction memento fight club and donnie darko the prestige is high up there on captivating movies with a twist ending christian bale did a tremendous job in his role and so did hugh jackman i am not really big on directors but christopher nolan is one of the few who just does such a great job with his movies and the story telling within the story telling it really an all around well rounded movie the only downside is it rarely on tv and it not on netflix if you can purchase the movie do it it definitely worth keeping in your collection as soon as i remember to buy it i certainly will ,9
en,-610488165,my favourite movie of all time i do not know if i have seen a lot of movies i have probably seen a decent much but this shocked me i saw it when i was ## in the movies and since then i has haunted me it is a really great movie that has a lot to say to those willing anyway i cannot say much i will only say this i have seen it # times and i will see it again on any chance ,10
en,1697650844,not only is this one of my ## favorite movies of all time but it is the only western that you could also call a comedy adventure drama with a great script and excellent preformances even my little brother who does not understand its award winning preformances or script liked it because of its action and humor robert redford gives what maybe is the performance of his lifetime paul newman does even better i was very happy this made afi top ### movies what i am trying to say is if you have not seen it you should and if you have watch it again ,7
en,871649949,pride and prejudice is a well know story that follows the # sisters of the bennet foray into relationships and marriage the backdrop of the story is set in england of the late ##th century an age where marriage pervaded more socially and financially than ones own choosing this is even more evident in the bennet since their house will fall out of their hands if mr bennet donald sutherland dies hence why making a good marriage is of utmost importance so we get to met quite a few eligible bachelors ranging from the tad shy mr bingley to the proud and stout mr darcy and the very inept mr collins the scenery and locations lends itself to your eyes and really enhances the love story by being truly visual amazing and talking about a pleasure for the eye keira knightley really shines in this movie she has received golden globes nomination for best actress for this role and it well deserved her performance is scintillating and she really fits the part as elizabeth donald sutherland is awesome and does his best part in a long time matthew macfadyen mr darcy provides both regal ship and vulnerability to his character and really portrays him well his chemistry with keira is also quite good unlike keira and adrien brody in the jacket the rest of the cast is also magnificent my only wish is that it should have been a bit longer so the elaborations of the relationships could really unfold jane austen fans would surely miss some scenes so i hope there will be a longer directors cut when it arrives on dvd all in all a very enjoyable adaption and one that should not be missed ,8
en,871649949,okay yes i just want to let you know i am a sucker for anything romance but this beats them all pride and prejudice is the best movie i have ever seen in my entire life i used to be obsessed with the movie the notebook but after seeing this that all changed there is not too much kissing stuff like in the notebook that you just get sick of after a while but it still keeps you hoping that lizzy and darcy will end up together i am not reading the book and i cannot wait to get it when it comes out on dvd this movie stays true to the book which is even better because i find when you read a book and then watch the movie like for example the notebook or harry potter they are a lot different than the movie which disappoints me but pride and prejudice even took lines out of the book which makes it very similar i have seen it in the theaters a couple times so i strongly suggest you see it ,10
en,871649949,the story is so well known it seems superfluous to go over it again if you have not read and loved the book one of the greats of english literature shame on you but knowing the story so well leaves the viewer at full liberty to pick as many holes in the film as we like so here goes keira knightley i find captivating and infuriating by turns at times her dark beauty eclipses everything else on screen small wonder she a huge star but her jollyhockeysticks accent and gummy toothy is not it fun smile drive me completely insane however overall she makes a pretty good lizzie and does the material and herself justice carrying the film well enough matthew mcfadyen darcy is more problematic i have revised my former opinion that he just a wet darcy this is not fair but his delivery is all wrong and really it must be part direction not just his fault he not really engaging with the material or with lizzie his clipped and rushed lines were almost comical racing to churn them out and when he asks lizzie in his plumiest tone did you have a good trip i burst out laughing it ridiculous trevor howard and celia johnson brief encounter all over again also as a good looking man the cinematographer and director ought to have been able to find the latent beauty in him and maximise it but i think this happens only rarely for example during his rainy first proposal when his face has the luminosity to show that he really cares about lizzie proud and foolish as he is i wonder not for the first time whether he not been hoist as it were by his own petrifying period hairstyle and clothes granted his character is itself at first stiff and formal but once he gets to know lizzie better he should change subtly and he does not you do not get to see how she affected him and in his snarling ripostes to lizzie playful thrusts he seems to be in a perpetual and sometimes rather bad tempered sulk casting and script alike reflect the charming infuriating conflict wickham chirping is bland ineffective and not charming dame judy seems to be the only actress of her age known to hollywood there are others you know i found bingley excellent in series # of rome incomprehensible sniggering and implausibly awkward like a sort of shakespearean buffoon but i loved brenda blethyn silly but nonetheless astute mrs bennett and claudie blakley made a very appealing down to earth charlotte lucas donald sutherland mr bennett is interestingly cast an ##th century man out of touch with the new century this reinterpretation of period is one of the film chief innovations and delights the bennett family and surroundings represent the rougher less polished ##th century while the expensive bingleys and darcys are the modern and determinedly fashionable face of the more restrictive and cold early ##th century i know which i would rather have lived in if i did not know intimately what would happen next in every single scene i think i would have got lost as script rehashes paid every sacrifice to the constraints of the modern film format periodically however screenwriter moggach dredges up beautiful snatches of long forgotten original dialogue which truly add to the charm of the piece i really disliked the second proposal both of them looking like they have walked out of a commercial for a chocolate bar or a shampoo i also did not much like the brazen and showy use of chatsworth as darcy home using so well known a building has an alienating effect engendering disbelief at a point in the story when you most need to believe in darcy as a real and not a fairytale man my favourite moment comes in a scene at bingley netherfield house lizzie and miss bingley have been taking a turn about the room and meantime exchanging sharp witticisms and sly flirting with darcy who sits writing in the centre of the room in the scene final shot darcy in the foreground pauses discomfited pen in hand while behind him the two ladies part and circle for all the world like cats circling prey a finely judged shot and in fact the whole film is beautifully shot and lit throughout however i find myself preferring the ##s fay weldon adaptation more and more as time goes by elizabeth garvie delicately drawn gentle lizzie and the stately pace and modest tone of the whole seem to suit my taste much better this sort of attempt to sex up what is already plenty sexy if you only ensure that the leads have chemistry and the sparkling witty dialogue remains firmly in place just makes the least of the available material of course as a woman in love with romanticism that does not mean i wo not be watching the dvd until it wears out,6
en,802756256,this is not your family superhero movie do not be taking your mom and dad or kids to go see this it perhaps the uninhibited superhero film we have been waiting for if you are into that sorta thing it not even really a superhero movie so much as it a comedy in a leotard ryan reynolds plays the title character wade wilson aka deadpool a mercenary who undergoes a special procedure to help cure him of his terminal cancer this ends up giving him special powers of self healing but also makes him look like a freak hence the mask meanwhile he afraid to see the love of his life vanessa morena baccarin because of what she might think of his new face the film plays around with the timeline a bit jumping back and forth between post superpower wade and everyday guy wade most likely to avoid any boredom or anxiety built up by superhero origins at it best it very very funny reynolds timing is excellent as the snarky insouciant rascal from the beginning the jokes are rapid fire it looks as though we are in for a guardians of the galaxy or ant man type of film but this goes way beyond that it breaks the fourth wall about a dozen times and occasionally has the star self deprecating himself at one point reynolds makes a quip about the film not having a big enough budget to feature any other x men characters the comedy can eventually get tiring for some not so much tiring actually just numbing but luckily the jokes come fewer and far between at about that point in the movie then we get the big action sequences and all that deadpool is definitely something new in this world of belabored superhero films and that probably the most refreshing part about the movie it never takes itself too seriously it does not give us some ridiculous villain who unstoppably giving a shot at world domination instead deadpool spends much of the film just trying to hunt down the man who turned him into a freak killing anyone standing in his way which is made to be funny until we realize there no real reason for any of these people to die in fact maybe deadpool is the villain after all but if looked at as a superhero action film it will evoke distaste in many however if you see it as a comedy then it all makes more sense and you can sit back and enjoy it it toys with this whole beauty is only skin deep theme but never really capitalizes on its impact instead the film cares more about its irreverence if this movie were to be amazing it would have found a perfect balance between heart and gall but honestly i do not even think it tried to twizard rating ##,8
en,802756256,wade wilson ryan reynolds has cancer and undergoes a procedure by ajax ed skrein to cure him of the cancer and it gives him super powers the idea was to make wilson a superhero who can be auctioned off to the highest bidder for other mercenary work but he escapes from ajax the main problem is that his face changed to something hideous and he is afraid to confront girlfriend vanessa morena baccarin he now calls himself deadpool and he needs to find ajax who he believes can reverse the procedure and make him normal looking again what was good the action scenes with generous compliments of cgi is spectacular and very creative kudos the acting was good when dialogues were not being too silly what was bad silly childish dialogues mostly from deadpool toilet humor f bombs and other disgusting sexual language to be fair sometimes deadpool humor was spot on i said sometimes deadpool gets x men colossus stefan kapicic and negasonic teenage warhead brianna hildebrand to help him defeat ajax notable leslie uggums as blind al the movie would have been better if much of the bad stuff above was toned back a lot the way this was presented was too over the top and bordered on being most annoying and childish at times this movie has taught me to be wary of marvel comics presentations to the big screen they just go too far with language and toilet humor and now we can add silly dialogues this was disappointing # ## violence yes sex yes one time in the beginning nudity yes at a girlie bar language yes rating d,3
en,802756256,it will probably be the most unpopular opinion from me but it the most honest my introduction to deadpool happened in the early ## when i was looking through the x men action figures at a wal mart and saw the character for the first time it looked cool but i dismissed him as another generic character that looked less like an x men and more a gi joe villain that would probably lose to snake eyes that was then and now he has his own film and i still do not understand the appeal i like the style and the gore factor i even chuckled at some of the jokes of the film when it comes down to the movie itself i just could not get into the character of wade wilson i thought he was annoying and loud throughout the whole thing i did not see anything unique about the fourth wall break as it been done to death and better in films such as fight club and ferris buellers day off the insane world created for the film is more appropriate for a japanese anime on a sugary high the villains are just there for deadpool to have an excuse to kill and the people he interacted with have more to say than our titular hero i felt like i was watching a superhero film directed by a guy that wanted to impress quentin tarantino after watching kill bill for the first time but did not realize he was better off watching shogun assassin instead i do not necessarily think it a bad movie i think it a funny romp on the superhero genre but should have focused more on the satire than making penis jokes and references no one understands deadpool is unique but is not as smart as it wants the audience to think it is this is ryan reynolds saving grace after so many failures and stinkers at the box office one comes to think will this film series be the only thing that will keep him from making straight to video or put him in obscurity i will admit i enjoyed the elements of it but that just it there are only elements to enjoy as the rest of the movie is a loud mtv film with too many bells and whistles and not enough meat if you want a good laugh stick to the naked gun series if you want carnage and blood stick to the best of ## action i give it a # out of ## it works when it has to despite it annoying character ,4
en,-1377124187,horror movies put their audience through a lot they jump and scream and their heart races throughout but unfortunately what most horror films lack is characters they do not usually have a big enough heart and their characters are all expendable whether or not this film fits into the category of horror is debatable but this story is horrific and dramatic it tells us about characters we care about and puts them through hell it as much a drama as a horror film and the mixture of both is impeccable seth brundle jeff goldblum is trying to woo magazine reporter veronica ronnie quaife geena davis brundle has an experiment that he been working on so he shows it to her it a teleportation device but it has a few problems like it inability to transport living things and keep them alive after finally getting it to work brundle accidentally and unknowingly mixes his d n a with a fly and soon starts transforming into a monster the characters are what this picture is all about jeff goldblum and geena davis have great chemistry together and they play off each other well this film starts off with goldblum and davis meeting each other and the first half of the film is dedicated to showing us these characters this is quite effective so the we care about what happens during the last half of the movie the other main character is stathis borans john getz and he the most miraculous character of them all he set up as a chauvinist villain but this movie does not give into stereotype that easy this character who has some horrible and rude qualities has a heart and shows that just because a character has bad qualities does not mean they have to be the villain the direction and writing is good the scenes looked well thought out and they could be pretty disturbing the makeup effects which won the #### academy award are very cool the transformation scenes rival those in #### an american werewolf in london for best disgusting makeup effects of ####s cinema howard shore musical score for this film is amazing it grand and bigger than it should be like the music from the ##s but it sounds great it a perfect mix of a loud brass section and a soft theme on the flute this story about a man transformation into a fly is sad and horrific with those words being used in the best sense this is a must see for horror fans my rating # # out of ## mins r for sexuality nudity strong violence and some language ,9
en,-1377124187,david cronenberg is a master of technological horror and always manages to create films chock full of interesting ideas the problem or really cool thing about some of his films however is that he lets his ideas overwhelm the story his films become more like puzzles than straight forward pictures and often require the viewer to sit back and decipher what they just saw while the fly still explores cronenberg characteristic theme of the transformation of the human body it does so in a way that never overwhelms the story the film remains at its core a tragic love story aided greatly by jeff goldblum very human performance the emotion here does not seem forced or artificial like some of his other movies scanners dead ringers but actually comes across as sincere for a director so consistently concerned with artificial human manipulation cronenberg has managed to create a film that is surprisingly genuine supplying this film with a good dose of what many of his others lack humanity ,10
en,912747377,around half a year before watching this movie i had watched leonardo dicaprio other film shutter island which i absolutely loved hearing that inception was similar i decided to view it after having now seen it i found it completely different and massively confusing but i understood enough of it to realise its brilliance the idea of undercover operatives stealing or planting ideas in peoples dreams seems simple enough but nolan has found a way to make it incredibly complex dicaprio and a number of accomplices journey into a dream within a dream within a dream offering the opportunity to have several heart racing action sequences all at once as well as some deeply emotional scenes involving dicaprio character shadowy past i would describe the first third of the movie as trying to understand what the is going on the middle third as you continuously sitting on the edge of your seat this is a figure of speech but i actually did this and the final third of you trying to work out how the film will conclude those who have seen shutter island will understand what i mean when i say this the final shot of the two films are very similar not quite showing you enough to know what will happen next but leaving the ending as a very open cliffhanger anyway i highly recommend this movie to those who have an open mind and do not complain if they do not understand the whole thing because anyone can understand the best parts of this movie one of dicaprio finest ,8
en,912747377,story ## ## listen closely to the dialogue as there is a good chance you may not catch some of it with the audience cheering their balls out acting # ## leonardo is a bit loose but the others are very good boredom rating # ## the movie does not bore i can go as far as saying that it will pull the balls out of your sac genre rating action # ## thriller # ## sci fi # ## other notes some reviews on imdb are calling inception a copy of a japanese anime paprika does not matter one bit do not miss this in theatres if you have a wedding planned postpone it and go watch this film first ,10
en,912747377,one does get surprised when results overtake expectations but does it surprise when one meets them over and over again i guess not the film is not a surprise coming from christopher nolan i dare say that after watching all his mainstream movies but what lies in the film is way beyond just surprise its an integrated package of all and for all a rarity nowadays with animation ruling the silver screen a notable point among the audience is that they did not come to see a leo flick its a complete christopher flick and they were not disappointed word of caution do not blink while watching you may just miss something ,10
en,912747377,inception has received almost unanimously good reviews in the press so who am i to say as an ordinary paying member of the filmgoing public that this movie is a dog i have to qualify that i left after the first hour or so during the gunfight sorry that not very clear during the yellow cab gunfight to distinguish it from all the other gunfights i really have better things to do with my time even writing this back to the movie or half of it anyway dreams within dreams within dreams do not have to be logical i suppose they would not be dreams if they were but a story should be logical or at least be capable of explanation and this one is not from a screenplay point of view it just did not hang together for me the episodic nature of the story such as it is made no sense whatsoever i realise that this was probably the intention and that presumably all would eventually become clear it just that i did not have the intestinal fortitude to sit through to the end almost every utterance by the characters seemed to come out of thin air with no relevance to anything else the innumerable fights lost all meaning and the undoubtedly clever gci effects appeared to me to be the sole reason for making the film in the first place hey let make a movie with cgi better than avatar those effects will be great can we build a storyline around them sorry the effects are good even if nothing like as stunning those in avatar but the complete lack of a halfway believable plot line just does not cut it for me as others have said the soundtrack did not help muffled dialogue and loud pretentious music do not mix but then again who cares the dialogue was truly mindbendingly banal sir michael you do not need the money do you please use a little discrimination when accepting roles two out of ten it would probably be one out of ten if i had been able to stick it to the end edited after i had posted this i looked for the first time at others reviews and noticed that dylan ##th july has used exactly the same summary as i there must be a clue there ,2
en,912747377,apologies if i stand whilst i speak of the great nolan the altar is full of knick knacks the floor is dusty i am sure to feel different when i have viewed this spectacle for the third time as it is i felt no emotional engagement no desire no trepidation given that all threats on view were contrived to be dangerous and were not inherently forceful enough to ensure my adrenalin peaked at any point by natural causes in short aside from my vague emotional criticism of something confined by intellectual scripting the whole does not carry the impact of the individual moment the sensation was of having watched a two hour twenty minute trailer for a film clever hence the # out of ## marks lacking any sense of humour warmth or human flaw the sheer contrivance makes me want to go back to watching batman kicking people about the place full of sound no freudian slippage signifying misconstrued jungian and i apologise for the pretensions unlike this movie sorry film ,5
en,-1194374488,so after a lot of years of watching horror movies and loving horror movie adaptations of stephen king books i realised i had never watched misery after watching it i realised i should have took the time to watch it many years ago the story is about a writer who having finished a book decides to return home but on his return he has a accident and is rescued by his number one fan after that things take a dark twist while he is trying to recover from the accident the story in this film is brilliant and gripping you are always on edge of your seat wanting the main character to succeed its very believable which makes you fully emerged in the film the acting in this is brilliant and makes this film stand out james caan and kathy bates are so believable you genuinely hate but want to understand kathy bates character and you are constantly behind james caans character wanting him to succeed a great movies for horror and thriller fans worth a watch to anyone who interested in either genre ,8
en,691727019,the shining for kubrick is about the mystery of places and people the people staying at the overlook the torrances but also the overlook and the sense of ghosts who perhaps know all too well their accursed fate it also a work of mad genius cribbing king book which was scary and moody on its own if heavy on exposition for the sake of giving a viewer a sense of total and unnerving dread it perhaps also a really great ordinary people are not what they seem saga and about writing and jack nicholson with nicholson performance by the way it meant to be such a giant performance and it either gets to you or it does not this is a big performance that ranks with the likes of a noh theater production as if nicholson had a touch of mifune in throne of blood surrounded by those ghosts of macbeth we only gets hints about this man sanity early on then his growing boredom and then a sense of really what the hell is going on with this guy in the book it made much more explicit the hotel gotten to him it in fact taken him over in order to get to the boy in the movie you cannot be sure of it because kubrick and nicholson keep you guessing even as what you see is what you think you got also shelley duvall is underrated here it a performance that perhaps not as great as nicholson but that because she wendy is not the one the hotel gets to at least in the same way it does for jack torrance it an exagerration of what one would expect a normal everyday mother who also happens to live with and brush aside domestic abuse and alcoholism or try to bear with is as she can to react in this environment it was said kubrick pushed duvall quite hard during the production and it shows for all the best effect in fact the shining film would not be so great if it were not for pushing hard against what is possible it taps into the soul of the book but translates for a medium that needs spatial sense the thread of ambiguity which can be a no no for some filmmakers but for kubrick is nothing short of mandatory while presenting us with really disturbing things it not particularly a film to show to a nine year old but i saw it when i was nine anyway and was moved confused running out of the house freaked out woman in bathtub seriously and knowing deep down i was experiencing some visceral thing here the camera the little girls the music the all work and no play the hedge maze nicholson all of it comes together in one of those ultimate tales that makes perfect sense and no sense at all it also gives the chance to ask questions which the book as amazing as it is did not let you do film as a medium gets a brooding kick in the nuts by the shining ,10
en,1709555887,yet another masterpiece from the marvel film franchise some people went in the theaters being on either team cap or team iron man but by the end of the film it clear no one was sure which side to be on the film presents events people and confrontations that justifies each and every avenger motivations for choosing a side they are all valid and understandable tony stark wants to make amends for the damage he and his fellow avengers have caused other people worried that he wo not be able to stop which leads him to sign over his suit to the government to control when they decide steve rodgers on the other hand is distrustful of the government which can be manipulated and corrupted by criminals like the hydra and maintains that the safest hands are still their own after a series of disasters involving steve friend bucky the two camps get into a confrontation at an airport this is one of the best fight sequences ever as we get to see all of the avengers plus two new faces black panther and spiderman use their various and unique skills against each other the psychological aspects betrayal friendship and revenge and lessons on morality make this a unique film and with each avenger given enough screen time this is a blockbuster you do not want to miss ,9
en,1709555887,this film is a masterpiece in super hero genre almost every character there was well constructed the film is well paced the action scenes were great the story was simple yet well presented even when spider man was introduced it did not ruin the film pacing or made his insertion seem forced black panther may be a bit of a disappointment in the beginning but as the character develops he gets much better and matures more than tony stark the villain he was not even necessary and yet did what he had to do some of the characters question the whole new law thing and start thinking about their actions in recent events it not like the comics but for me it seems that the director and the script writer did everything they could with the resources they had i know that giving it a ## may be a bit of an exaggeration for some people because there are better films than this one but for me in the super hero genre this one is the best so far ,9
en,1709555887,captain america civil war review #### the year of shitty election movies this goes a step further however it an embodiment of almost everything that wrong with a majority of big budget blockbusters the movie gets going with an explosive action sequence with god knows how many cuts per second it was like the polar opposite of just about every scene in alfonso cuar n children of men these cuts are designed to cover up the fact that the stunt team are a bunch of amateurs but forget the action sequence it the aftermath that matters all the civilians these so called heroes have wasted and so begins a film that completely bashes its audience over the head with its blatant political messages now of course with a movie like this there got to be some sort of third party involved a definite villain because apparently subjective interpretation is bad this particular mastermind was only really there however to bash us further over the head with the film themes needless to say their motive was incredibly predictable and they made the third act of this movie a slog with a film this ridiculous the filmmakers have to find ways to show the audience that they are not supposed to take it too seriously the way they do this is they insert a ton of really awkward punchlines what they really need to understand is that there this thing called nuance and say tweaking the color palette would qualify as it unfortunately there are still corny ass scenes in the film particularly ones that involve iron man robert downey jr ### minutes of patronizing pandering garbage # ##,3
en,1474345136, note to readers these comments are written specifically for those who have already seen memento i would recommend you see the film without reading this or any other review of the film save the reviews for later or you will kill off one of the enjoyable aspects of seeing this film in particular i will be giving a lot away in the following paragraphs there has been a lot of discussion about the gimmick in memento i e the backwards progression of the scenes some like it some do not but i think this is one of the few instances in which it works what better way is there to get the audience to ride along with the character than to put you in the same position by not knowing what came right before we are forced to struggle with leonard predicament rather than simply watch it i think that it is interesting how i began feeling sympathy for leonard from the very beginning here was a guy who clearly has a horrible handicap instead of not trusting my true instincts i believed that he could overcome his handicap simply by leaving himself notes and being organized i found myself believing him and believe in him in hindsight i wonder how i could allow myself to let my guard down so much of course i should not believe this guy he simply puts ideas together based on a couple of notes that absurd yet it is only during the course of the film that i developed questions i think it is a testament to the filmmaker that i can be drawn in like that perhaps it the character sincerity and confidence finally there have been criticisms of how this film leaves people confused with questions and without closure some people like closure in their films and i do too when it appropriate however i feel there are some instances where you simply will never know the truth i believe that in films that revolve around those situations the lack of closure is not only acceptable but preferable while some amateur reviewers particularly on this website have coined memento a great breakthrough in filmmaking and one of the greatest thrillers ever i think that is an exaggeration it a very good film that i recommend seeing but i think there are about # ## films a year that are this good that said i am implying that it will likely end up in my top # or ## for the year so i clearly liked it ,9
en,1474345136,very well crafted film this first impression it made on me was how complex it was to write and edit without looking cheesy or inconsistent christopher nolan memento carefully threads a forward moving black and white narration of the reasons the storyline events unfold in the way and order which explains the color portion of the film which is showed in retrospect does that make sense watch the movie and it will this complex film has a very simple premise guy pierce character leonard is out to avenge his wife killer thats it but wait this film is shown in a pseudo jeopardy game format where the answer is given first and the questions are yet to unfold the scenes are edited in a terrentino style and pulp fictionesse kind of way whereby you are given vignettes of events which at first do not make sense until you see the plot unfold after the fact the fact that leonard cannot store any new information into his short term memory gives way to how difficult everyday things are to remember for him but also how dedicated he is to solve this murder mystery when you cannot remember what he did ten minutes ago this gives this movie an intriguing storyline the film starts at the end and slowly devolves into explaining what was shown in the very opening the fading photograph is a great metaphor for how the rest of the film is going to devolve and unfold the details after the fact the only saving grace for leonard is that he remembers someone sammy jenkins that he once investigated who had the same mental condition that he has sammy jenkins had provided the road map to the process leonard needed in order to solve this mystery as he moved through the storyline the only saving grace from leonard is that he learned first hand from sammy jenkins that you got to have a system to make it work this is how leonard is able to track and find his wife killer through the use of the process of writing everything down and photographing people and places this process was learned prior to his wife death and was still in his long term memory leonard kept permanent notes tattooed to his body in order to keep from losing them when questioned about his method of keeping his information leonard defends his system by saying by writing down facts i remember but memory can change a car to a van or the shape of a room leonard impresses upon the viewer that his process of orientation is the most efficient and only possible way he can put the pieces together to track down his villain the director uses a telephone conversation which moves in a forward direction against the retro tide of the color portion of the devolving film to explain the events that are showing in a retrospective play by play sequence of events this telephone conversation is filled with all recalled information which is the only information that is store in his head leonard speaks on the telephone in a very lucid and fluid way which never gave the impression that he had a memory disability at all this black and white narration explains the process leonard uses as learned from sammy jenkins jenkins taught leonard to learn not by memory but by instinct it is leonards past experiences in his long term memory and his instinct as an investigator is what takes him to his wife killer great movie i need to see it again to test the truths of the movie very much like the movie the sixth sense ,9
en,1474345136,memento is one of the smartest films ever conceived no question its base story about a man hunt for his wife killer is certainly not original but the way it is told here certainly is and it uses an incredible plot device to make it work even better guy pearce is lenny shelby a man suffering short term memory less cannot make new memories his wife was raped and murdered and all he has are fragmented clues about what happened and who responsible his problem is that because his memory last about # minutes he repeatedly forgets who he just met what he just did where he just been consequently he tattoos apparent facts to his body to remind him of the truth and photographs everyone he engages with as a memento of them and to enable him to identify them later this is only half the genius of this story the other half is equally if not more brilliant the story is told in reverse it starts at the end and makes its way to the beginning but it because shelby does not remember anything and of course we do that makes the narrative flow superbly the core idea is vengeance and trust who is he after and who should he trust to help find them the editing in memento is absolute genius and somehow it all makes perfect sense and works succinctly it is one of the most satisfying films to sit back and admire the structure of in terms of performances pearce pantoliano teddy and moss natalie are decent if uninspiring none of them are particularly personable but that more down to the nature of the story than bad acting pearce does lack charisma but again you could accuse his character condition of being the reason it is difficult to say more without spoiling the plot i will merely recommend if you have not seen one then you should superbly original film making ,10
en,1474345136,in this stylish thriller noir british director chris nolan delivers a film that is original and intriguing the films core is based on one man weakness with his mind leonard shelby guy pearce is after his wife killer unfortunately he is a man who has a rare memory disorder this leaves him with no short term memory thus highly unlikely to solve the case leonard has tattoos on his body and post it notes stuck to things so he can remember important clues and daily rituals it is imaginative and original ideas like these which make the film a refreshing experience for anyone who is interested in seeing it he has friends that want to help him solve the case natalie carrie ann moss and teddy joe pantoliano although no one is who they seem and everyone plays an integral part in the story the film does not use traditional narrative instead it relies on the viewers high level of concentration throughout after seeing the film twice i still have ideas in my head and have spent hours analyzing it to come to the conclusion that it is a fresh film that give its cast and crew a lot of potential to do well in the future ,10
